1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,12
87,1
87,2
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,12
96,1
96,2
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
435,12
435,1
435,2
436,12
436,1
436,2
437,13
437,1
437,8
439,1
443,1
447,1
448,1
454,12
454,1
454,2
457,12
457,1
457,2
461,12
461,1
461,2
466,12
466,1
466,2
467,12
467,1
467,2
469,1
470,16
470,4
470,2
471,12
471,1
471,2
475,12
475,1
475,2
478,12
478,1
478,2
479,12
479,1
479,2
483,12
483,1
483,2
484,12
484,1
484,2
487,12
487,1
487,2
488,12
488,1
488,2
490,12
490,1
490,2
491,12
491,1
491,2
495,18
495,1
495,2
495,3
497,1
500,1
502,19
502,1
502,4
502,2
503,2
504,12
504,1
504,2
505,12
505,1
505,2
506,12
506,1
506,2
507,12
507,1
507,2
515,15
515,1
515,3
521,15
521,1
521,3
523,12
523,1
523,2
524,1
525,12
525,1
525,2
526,12
526,1
526,2
527,12
527,1
527,2
528,12
528,1
528,2
532,12
532,1
532,2
533,12
533,1
533,2
534,12
534,1
534,2
543,12
543,1
543,2
544,12
544,1
544,2
546,12
546,1
546,2
548,12
548,1
548,2
551,19
551,1
551,4
551,2
554,12
554,1
554,2
558,12
558,1
558,2
559,12
559,1
559,2
